Name,Gender,Origin,Meaning,Description,Source_url
Odo,Male,English,"Ric, Wealthy","The name Odo means Ric, Wealthy and is of English origin. Odo is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/odo
Odonna,Female,American,Combination Of Odette And Donna,The name Odonna means Combination Of Odette And Donna and is of American origin. Odonna is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/odonna
Odysseus,Male,Greek,Angry,The name Odysseus means Angry and is of Greek origin. Odysseus is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/odysseus
Ofek,Male,Hebrew,Horizon,The name Ofek means Horizon and is of Hebrew origin. Ofek is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ofek
Ofer,Male,Hebrew,Fawn,The name Ofer means Fawn and is of Hebrew origin. Ofer is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ofer
Ofira,Female,Hebrew,Gold,The name Ofira means Gold and is of Hebrew origin. Ofira is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ofira
Ofra,Female,Hebrew,Young Deer,The name Ofra means Young Deer and is of Hebrew origin. Ofra is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ofra
Ogden,Male,English,From The Oak Valley,The name Ogden means From The Oak Valley and is of English origin. Ogden is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ogden
Ogen,Male,Hebrew,Anchor,The name Ogen means Anchor and is of Hebrew origin. Ogen is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ogen
Ogima,Male,Native American,Chief,The name Ogima means Chief and is of Native American origin. Ogima is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ogima
Ohanzee,Male,Native American,Shadow,The name Ohanzee means Shadow and is of Native American origin. Ohanzee is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ohanzee
Ohara,Female,Japanese,Large Plain,The name Ohara means Large Plain and is of Japanese origin. Ohara is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ohara
Ohela,Female,Hebrew,Tent,The name Ohela means Tent and is of Hebrew origin. Ohela is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ohela
Ohio,Unisex,Native American,Large River,The name Ohio means Large River and is of Native American origin. Ohio is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/ohio
Ohtli,Unisex,Aztec,Road,The name Ohtli means Road and is of Aztec origin. Ohtli is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/ohtli
Oihane,Female,Spanish,From The Forest,The name Oihane means From The Forest and is of Spanish origin. Oihane is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/oihane
Oisin,Male,Irish,Little Deer,The name Oisin means Little Deer and is of Irish origin. Oisin is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/oisin
Oistin,Male,Irish,Venerable,The name Oistin means Venerable and is of Irish origin. Oistin is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/oistin
Ojai,Unisex,Native American,Moon,The name Ojai means Moon and is of Native American origin. Ojai is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/ojai
Ojal,Female,Indian,Vision,The name Ojal means Vision and is of Indian origin. Ojal is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/ojal
Ojas,Male,Indian,Strong One,The name Ojas means Strong One and is of Indian origin. Ojas is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/ojas
Okal,Unisex,African,To Cross,The name Okal means To Cross and is of African origin. Okal is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/okal
Okalani,Female,Hawaiian,Heaven,The name Okalani means Heaven and is of Hawaiian origin. Okalani is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/okalani
Okapi,Unisex,African,Animal With Long Neck,The name Okapi means Animal With Long Neck and is of African origin. Okapi is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/okapi
Oke,Unisex,Hawaiian,Deer Lover,The name Oke means Deer Lover and is of Hawaiian origin. Oke is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/oke
Okena,Unisex,Native American,Water Chief,The name Okena means Water Chief and is of Native American origin. Okena is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/okena
Pabla,Female,Spanish,Small,The name Pabla means Small and is of Spanish origin. Pabla is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pabla
Pablo,Male,Spanish,Small,The name Pablo means Small and is of Spanish origin. Pablo is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/pablo
Pacey,Male,English,From Pacy In France,The name Pacey means From Pacy In France and is of English origin. Pacey is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/pacey
Pacifica,Female,Latin,Peacemaker,The name Pacifica means Peacemaker and is of Latin origin. Pacifica is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pacifica
Paco,Male,Spanish,Free,The name Paco means Free and is of Spanish origin. Paco is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/paco
Paddington,Male,English,The Estate Of Padda,The name Paddington means The Estate Of Padda and is of English origin. Paddington is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/paddington
Paddy,Male,Irish,Noble,The name Paddy means Noble and is of Irish origin. Paddy is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/paddy
Padgett,Male,English,Attendant,The name Padgett means Attendant and is of English origin. Padgett is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/padgett
Padma,Female,Indian,Lotus,The name Padma means Lotus and is of Indian origin. Padma is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/padma
Padraic,Male,Irish,Nobleman,The name Padraic means Nobleman and is of Irish origin. Padraic is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/padraic
Pagan,Unisex,English,Pagan,The name Pagan means Pagan and is of English origin. Pagan is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/pagan
Page,Unisex,English,Attendant,The name Page means Attendant and is of English origin. Page is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/page
Pahana,Unisex,Native American,Lost White Brother,The name Pahana means Lost White Brother and is of Native American origin. Pahana is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/pahana
Pahkakino,Male,Native American,Good Man,The name Pahkakino means Good Man and is of Native American origin. Pahkakino is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/pahkakino
Pahukumaa,Unisex,Native American,Edge Of A Sunflower,The name Pahukumaa means Edge Of A Sunflower and is of Native American origin. Pahukumaa is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/pahukumaa
Paige,Female,English,"Assistant, Page","The name Paige means Assistant, Page and is of English origin. Paige is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/paige
Painter,Unisex,English,One Who Paints,The name Painter means One Who Paints and is of English origin. Painter is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/painter
Paisley,Unisex,Scottish,Church,The name Paisley means Church and is of Scottish origin. Paisley is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/paisley
Paitalyi,Male,Native American,Son Of The Sun,The name Paitalyi means Son Of The Sun and is of Native American origin. Paitalyi is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/paitalyi
Paiva,Female,Portuguese,River Name,The name Paiva means River Name and is of Portuguese origin. Paiva is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paiva
Paki,Female,African,Witness,The name Paki means Witness and is of African origin. Paki is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paki
Pakuna,Female,Native American,Deer Jumping Downhill,The name Pakuna means Deer Jumping Downhill and is of Native American origin. Pakuna is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pakuna
Pala,Female,Scandinavian,"Humble, Small","The name Pala means Humble, Small and is of Scandinavian origin. Pala is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/pala
Palani,Male,Hawaiian,Free Man,The name Palani means Free Man and is of Hawaiian origin. Palani is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/palani
Palesa,Female,African,Flower,The name Palesa means Flower and is of African origin. Palesa is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/palesa
Paley,Unisex,English,From The Pale Field,The name Paley means From The Pale Field and is of English origin. Paley is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/paley
Palila,Female,Hawaiian,Bird,The name Palila means Bird and is of Hawaiian origin. Palila is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/palila
Pallas,Unisex,Greek,Youth,The name Pallas means Youth and is of Greek origin. Pallas is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/pallas
Pallaton,Male,Native American,Fighter,The name Pallaton means Fighter and is of Native American origin. Pallaton is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/pallaton
Pallavi,Female,Indian,New Leaves,The name Pallavi means New Leaves and is of Indian origin. Pallavi is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pallavi
Palma,Female,Spanish,Palm,The name Palma means Palm and is of Spanish origin. Palma is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/palma
Palmer,Male,English,Holy Land Pilgrim,The name Palmer means Holy Land Pilgrim and is of English origin. Palmer is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/palmer
Paloma,Female,Spanish,A Dove,The name Paloma means A Dove and is of Spanish origin. Paloma is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paloma
Palti,Male,Hebrew,My Deliverance,The name Palti means My Deliverance and is of Hebrew origin. Palti is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/palti
Pam,Female,English,All Honey,The name Pam means All Honey and is of English origin. Pam is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pam
Pamela,Female,English,"All Honey, Sweetness","The name Pamela means All Honey, Sweetness and is of English origin. Pamela is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/pamela
Pamelia,Female,English,All Honey,The name Pamelia means All Honey and is of English origin. Pamelia is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pamelia
Panagiotis,Male,Greek,In Honor Of The Virgin Mary,The name Panagiotis means In Honor Of The Virgin Mary and is of Greek origin. Panagiotis is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/panagiotis
Panchali,Female,Indian,Princess,The name Panchali means Princess and is of Indian origin. Panchali is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/panchali
Pancho,Male,Spanish,Free,The name Pancho means Free and is of Spanish origin. Pancho is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/pancho
Pandora,Female,Greek,All Gifts,The name Pandora means All Gifts and is of Greek origin. Pandora is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pandora
Paniz,Female,Persian,Candy,The name Paniz means Candy and is of Persian origin. Paniz is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paniz
Pansy,Female,American,Violet Flower,The name Pansy means Violet Flower and is of American origin. Pansy is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/pansy
Panthea,Female,Greek,All Goddess,The name Panthea means All Goddess and is of Greek origin. Panthea is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/panthea
Panya,Female,Slavic,Crown,The name Panya means Crown and is of Slavic origin. Panya is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/panya
Panyin,Female,African,Older Twin,The name Panyin means Older Twin and is of African origin. Panyin is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/panyin
Paola,Female,Italian,Small,The name Paola means Small and is of Italian origin. Paola is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paola
Paolo,Male,Italian,Small,The name Paolo means Small and is of Italian origin. Paolo is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/paolo
Papina,Female,Native American,Ivy,The name Papina means Ivy and is of Native American origin. Papina is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/papina
Paprika,Female,English,Spice,The name Paprika means Spice and is of English origin. Paprika is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paprika
Paquita,Female,Spanish,Free,The name Paquita means Free and is of Spanish origin. Paquita is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paquita
Param,Male,Indian,The Best,The name Param means The Best and is of Indian origin. Param is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/param
Paras,Unisex,Indian,Touchstone,The name Paras means Touchstone and is of Indian origin. Paras is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/paras
Paraskevi,Female,German,Preparation,The name Paraskevi means Preparation and is of German origin. Paraskevi is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/paraskevi
Parastoo,Female,Persian,Swallow (the Bird),The name Parastoo means Swallow (the Bird) and is of Persian origin. Parastoo is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/parastoo
Paratyl,Unisex,Aboriginal,Flame,The name Paratyl means Flame and is of Aboriginal origin. Paratyl is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/paratyl
Pardes,Male,Hebrew,Orange Grove,The name Pardes means Orange Grove and is of Hebrew origin. Pardes is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/pardes
Parees,Male,Indian,Touchstone,The name Parees means Touchstone and is of Indian origin. Parees is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/parees
Paresh,Male,Indian,Supreme Spirit,The name Paresh means Supreme Spirit and is of Indian origin. Paresh is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/paresh
Parham,Male,Persian,Servant Of God,The name Parham means Servant Of God and is of Persian origin. Parham is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/parham
Paris,Unisex,Greek,"From Paris, France","The name Paris means From Paris, France and is of Greek origin. Paris is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/paris
Parisa,Female,Persian,Like A Fairy,The name Parisa means Like A Fairy and is of Persian origin. Parisa is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/parisa
Park,Unisex,Chinese,Cypress Tree,The name Park means Cypress Tree and is of Chinese origin. Park is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/park
Parker,Unisex,English,Park Keeper,The name Parker means Park Keeper and is of English origin. Parker is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/parker
Parkin,Unisex,English,Rock,The name Parkin means Rock and is of English origin. Parkin is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/parkin
Parlan,Unisex,Irish,Son Of The Plough,The name Parlan means Son Of The Plough and is of Irish origin. Parlan is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/parlan
Qabil,Male,Arabic,Able,The name Qabil means Able and is of Arabic origin. Qabil is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/qabil
Qacha,Female,Mongolian,Flank,The name Qacha means Flank and is of Mongolian origin. Qacha is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qacha
Qadan,Unisex,Mongolian,Cliff,The name Qadan means Cliff and is of Mongolian origin. Qadan is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/qadan
Qadir,Male,Arabic,Powerful,The name Qadir means Powerful and is of Arabic origin. Qadir is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/qadir
Qadr,Female,Arabic,"Power, Fate","The name Qadr means Power, Fate and is of Arabic origin. Qadr is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/qadr
Qamar,Male,Arabic,Moon,The name Qamar means Moon and is of Arabic origin. Qamar is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/qamar
Qamra,Female,Greek,Moon,The name Qamra means Moon and is of Greek origin. Qamra is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qamra
Qasim,Male,Arabic,"One Who Shares, Divides","The name Qasim means One Who Shares, Divides and is of Arabic origin. Qasim is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/qasim
Qays,Male,Arabic,Firm,The name Qays means Firm and is of Arabic origin. Qays is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/qays
Qi,Female,Chinese,Fine Jade,The name Qi means Fine Jade and is of Chinese origin. Qi is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qi
Qiana,Female,Arabic,Singers,The name Qiana means Singers and is of Arabic origin. Qiana is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qiana
Qiao,Unisex,Chinese,"Pretty, Handsome","The name Qiao means Pretty, Handsome and is of Chinese origin. Qiao is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/qiao
Qimat,Unisex,Arabic,Valuable,The name Qimat means Valuable and is of Arabic origin. Qimat is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/qimat
Qing,Female,Chinese,Aqua Colored,The name Qing means Aqua Colored and is of Chinese origin. Qing is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qing
Qing Yuan,Unisex,Chinese,"Deep Water, Clear Spring","The name Qing Yuan means Deep Water, Clear Spring and is of Chinese origin. Qing Yuan is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/qing%2Byuan
Qismah,Female,Arabic,"Destiny, Fate","The name Qismah means Destiny, Fate and is of Arabic origin. Qismah is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/qismah
Qismat,Male,Arabic,Fate,The name Qismat means Fate and is of Arabic origin. Qismat is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/qismat
Qortni,Female,English,Alternate Spelling Of Courtney,The name Qortni means Alternate Spelling Of Courtney and is of English origin. Qortni is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qortni
Quade,Male,Irish,Descendent Of Uad,The name Quade means Descendent Of Uad and is of Irish origin. Quade is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quade
Quana,Male,Native American,Aromatic,The name Quana means Aromatic and is of Native American origin. Quana is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quana
Quanda,Female,American,Slender Young Tree,The name Quanda means Slender Young Tree and is of American origin. Quanda is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quanda
Quang,Male,Vietnamese,Clear,The name Quang means Clear and is of Vietnamese origin. Quang is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quang
Quanita,Female,American,Created Name,The name Quanita means Created Name and is of American origin. Quanita is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quanita
Quant,Unisex,Dutch,Rogue,The name Quant means Rogue and is of Dutch origin. Quant is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quant
Quarry,Unisex,American,Deep Pit Where Stone Is Extracted,The name Quarry means Deep Pit Where Stone Is Extracted and is of American origin. Quarry is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quarry
Quasar,Female,English,Meteorite,The name Quasar means Meteorite and is of English origin. Quasar is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quasar
Quasim,Male,Arabic,"Just, Fair","The name Quasim means Just, Fair and is of Arabic origin. Quasim is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/quasim
Quayliah,Female,American,Created Name,The name Quayliah means Created Name and is of American origin. Quayliah is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quayliah
Qudeisha,Female,American,Created Name,The name Qudeisha means Created Name and is of American origin. Qudeisha is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qudeisha
Queenie,Female,English,Queen,The name Queenie means Queen and is of English origin. Queenie is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/queenie
Queing,Unisex,American,Entering A Physical Lineup,The name Queing means Entering A Physical Lineup and is of American origin. Queing is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/queing
Quenby,Male,English,From The Queen's Manor,The name Quenby means From The Queen's Manor and is of English origin. Quenby is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quenby
Quennell,Unisex,English,Woman Battle,The name Quennell means Woman Battle and is of English origin. Quennell is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quennell
Quentin,Male,Latin,Fifth,The name Quentin means Fifth and is of Latin origin. Quentin is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quentin
Querida,Female,Spanish,Beloved,The name Querida means Beloved and is of Spanish origin. Querida is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/querida
Querijn,Male,Dutch,Unknown,The name Querijn means Unknown and is of Dutch origin. Querijn is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/querijn
Quest,Unisex,Latin,Long Search,The name Quest means Long Search and is of Latin origin. Quest is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quest
Questa,Female,Latin,Seeking,The name Questa means Seeking and is of Latin origin. Questa is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/questa
Quetzal,Female,Aztec,"Precious Flower, Queen","The name Quetzal means Precious Flower, Queen and is of Aztec origin. Quetzal is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/quetzal
Quetzalxochitl,Female,Aztec,"Precious Flower, Queen","The name Quetzalxochitl means Precious Flower, Queen and is of Aztec origin. Quetzalxochitl is a name that's been used by parents who are considering baby names for girls.",https://www.babynames.com/name/quetzalxochitl
Quiana,Female,American,Singers,The name Quiana means Singers and is of American origin. Quiana is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quiana
Quilla,Female,Spanish,Goddess Of The Moon,The name Quilla means Goddess Of The Moon and is of Spanish origin. Quilla is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quilla
Quillan,Unisex,Irish,Cub,The name Quillan means Cub and is of Irish origin. Quillan is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quillan
Quillon,Male,French,Crossed Swords,The name Quillon means Crossed Swords and is of French origin. Quillon is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quillon
Quin,Unisex,Irish,Descendent Of Conn,The name Quin means Descendent Of Conn and is of Irish origin. Quin is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quin
Quincy,Unisex,French,"Person From Quincy, France","The name Quincy means Person From Quincy, France and is of French origin. Quincy is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/quincy
Quineisha,Female,American,Combination Name,The name Quineisha means Combination Name and is of American origin. Quineisha is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quineisha
Quinlan,Unisex,Irish,Descendent Of The Handsome Man,The name Quinlan means Descendent Of The Handsome Man and is of Irish origin. Quinlan is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quinlan
Quinn,Unisex,Irish,Descendent Of Conn,The name Quinn means Descendent Of Conn and is of Irish origin. Quinn is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quinn
Quinta,Female,Latin,Fifth,The name Quinta means Fifth and is of Latin origin. Quinta is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quinta
Quintana,Female,Spanish,From The Country House,The name Quintana means From The Country House and is of Spanish origin. Quintana is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quintana
Quintessa,Female,Latin,Fifth Or Form Of Quintessence,The name Quintessa means Fifth Or Form Of Quintessence and is of Latin origin. Quintessa is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quintessa
Quintin,Male,Latin,Fifth,The name Quintin means Fifth and is of Latin origin. Quintin is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quintin
Quinto,Male,Spanish,Fifth,The name Quinto means Fifth and is of Spanish origin. Quinto is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quinto
Quintonio,Male,American,Created Name,The name Quintonio means Created Name and is of American origin. Quintonio is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quintonio
Quiqui,Male,Spanish,Ruler Of The Home,The name Quiqui means Ruler Of The Home and is of Spanish origin. Quiqui is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quiqui
Quirtsquip,Unisex,Native American,Chewing Elk,The name Quirtsquip means Chewing Elk and is of Native American origin. Quirtsquip is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quirtsquip
Quita,Female,Spanish,Little Girl,The name Quita means Little Girl and is of Spanish origin. Quita is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quita
Quito,Male,Spanish,Fifth,The name Quito means Fifth and is of Spanish origin. Quito is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/quito
Quoba,Unisex,Aboriginal,Good,The name Quoba means Good and is of Aboriginal origin. Quoba is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/quoba
Qusay,Male,Arabic,Distant,The name Qusay means Distant and is of Arabic origin. Qusay is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/qusay
Quynh,Female,Vietnamese,Night Blooming Flower,The name Quynh means Night Blooming Flower and is of Vietnamese origin. Quynh is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/quynh
Qwara,Female,African,Ethiopian Tribe Name,The name Qwara means Ethiopian Tribe Name and is of African origin. Qwara is a name that's been used by parents who are considering baby names for girls.,https://www.babynames.com/name/qwara
Qwin,Unisex,American,Form Of Quinn,The name Qwin means Form Of Quinn and is of American origin. Qwin is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.,https://www.babynames.com/name/qwin
Raanan,Male,Hebrew,"Fresh, Green, Flourishing","The name Raanan means Fresh, Green, Flourishing and is of Hebrew origin. Raanan is a name that's been used by parents who are considering baby names for boys.",https://www.babynames.com/name/raanan
Rabi,Male,Arabic,Springtime,The name Rabi means Springtime and is of Arabic origin. Rabi is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/rabi
Rabia,Unisex,Arabic,"Spring, Springtime","The name Rabia means Spring, Springtime and is of Arabic origin. Rabia is name that's been used by parents who are considering unisex or non-gendered baby names--baby names that can be used for any gender.",https://www.babynames.com/name/rabia
Race,Male,English,Running Competition,The name Race means Running Competition and is of English origin. Race is a name that's been used by parents who are considering baby names for boys.,https://www.babynames.com/name/race
